逆順,FALSE,,名前,攻撃,防衛,,A1,A2,A3,A4,SP,SP,D1,D2,D3,D4,SP,SP,取得用,ST判定・攻撃,ST判定・防衛,SP判定・攻撃,SP判定・防衛,勝敗,マッチアップ,ユニーク,試合数,勝ち,負け,スタッツ,勝率,構築,攻撃/防衛のみ集計,試合数,,,,スタッツ,勝率,構築,簡易表示,
,,,,,,TRUE,シロコ＊テラー,ホシノ,ハルカ,マリナ,シロコ（水着）,サキ,マリナ,シロコ＊テラー,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,TRUE,"シロコ＊テラー,ホシノ,ハルカ,マリナ,シロコ（水着）,サキ,T350,シロコ＊テラー,シュン,T350,.,.","シロコ＊テラー,マリナ,ハルカ,イオリ,シロコ（水着）,ナギサ,T350,シロコ＊テラー,A650,T350,.,.",,,,,,,,,,,,,,,,
,,,,,,FALSE,シロコ＊テラー,ホシノ,ハルカ,マリナ,シロコ（水着）,サキ,マリナ,シロコ＊テラー,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,FALSE,"シロコ＊テラー,ホシノ,ハルカ,マリナ,シロコ（水着）,サキ,T350,シロコ＊テラー,シュン,T350,.,.","シロコ＊テラー,ホシノ,ハルカ,イオリ,シロコ（水着）,ナギサ,シロコ＊テラー,T350,T350,T350,.,.",,,,,,,,,,,,,,,,
,,,,,,FALSE,シロコ＊テラー,ホシノ,マリナ,スミレ,シロコ（水着）,サキ,マリナ,シロコ＊テラー,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,FALSE,"シロコ＊テラー,ホシノ,マリナ,スミレ,シロコ（水着）,サキ,T350,シロコ＊テラー,シュン,T350,.,.","イオリ,マリナ,ホシノ,シロコ＊テラー,シロコ（水着）,ナギサ,シロコ＊テラー,T350,T350,T350,.,.",,,,,,,,,,,,,,,,
,,,,,,FALSE,シロコ＊テラー,ホシノ,スミレ,マリナ,シロコ（水着）,サキ,マリナ,シロコ＊テラー,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,FALSE,"シロコ＊テラー,ホシノ,スミレ,マリナ,シロコ（水着）,サキ,T350,シロコ＊テラー,シュン,T350,.,.","ホシノ,マリナ,イオリ,シロコ＊テラー,シロコ（水着）,ナギサ,シロコ＊テラー,T350,T350,T350,.,.",,,,,,,,,,,,,,,,
,,,,,,FALSE,シロコ＊テラー,マリナ,ハルカ,ホシノ,シロコ（水着）,ヒビキ,マリナ,シロコ＊テラー,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,FALSE,"シロコ＊テラー,マリナ,ハルカ,ホシノ,シロコ（水着）,ヒビキ,T350,シロコ＊テラー,シュン,T350,.,.","マリナ,シロコ＊テラー,ホシノ,イオリ,シロコ（水着）,ナギサ,シロコ＊テラー,T350,T350,T350,.,.",,,,,,,,,,,,,,,,
,,,,,,TRUE,シロコ＊テラー,ハルカ,マリナ,ネル（制服）,シロコ（水着）,サキ,マリナ,シロコ＊テラー,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,TRUE,"シロコ＊テラー,ハルカ,マリナ,ネル（制服）,シロコ（水着）,サキ,T350,シロコ＊テラー,シュン,T350,.,.","ハルカ,イオリ,ホシノ,シロコ＊テラー,シロコ（水着）,ナギサ,シロコ＊テラー,T350,T350,T350,.,.",,,,,,,,,,,,,,,,
,,,,,,TRUE,シロコ＊テラー,ハルカ,マリナ,ネル（制服）,シロコ（水着）,サキ,マリナ,シロコ＊テラー,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,TRUE,"シロコ＊テラー,ハルカ,マリナ,ネル（制服）,シロコ（水着）,サキ,T350,シロコ＊テラー,シュン,T350,.,.","ホシノ,レイサ,ハルカ,シロコ＊テラー,シロコ（水着）,ナギサ,シロコ＊テラー,T350,T350,T350,.,.",,,,,,,,,,,,,,,,
,,,,,,TRUE,シロコ＊テラー,ハルカ,マリナ,ネル（制服）,シロコ（水着）,サキ,マリナ,シロコ＊テラー,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,TRUE,"シロコ＊テラー,ハルカ,マリナ,ネル（制服）,シロコ（水着）,サキ,T350,シロコ＊テラー,シュン,T350,.,.","イオリ,ホシノ,シロコ＊テラー,シュン,シロコ（水着）,ナギサ,シロコ＊テラー,T350,T350,T350,.,.",,,,,,,,,,,,,,,,
,,,,,,TRUE,シロコ＊テラー,ハルカ,マリナ,モモイ,シロコ（水着）,サキ,マリナ,シロコ＊テラー,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,TRUE,"シロコ＊テラー,ハルカ,マリナ,モモイ,シロコ（水着）,サキ,T350,シロコ＊テラー,シュン,T350,.,.","ホシノ,シロコ＊テラー,ハルカ,イオリ,シロコ（水着）,ナギサ,シロコ＊テラー,T350,T350,T350,.,.",,,,,,,,,,,,,,,,
,,,,,,FALSE,シロコ＊テラー,ハルカ,マリナ,モモイ,シロコ（水着）,サキ,マリナ,シロコ＊テラー,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,FALSE,"シロコ＊テラー,ハルカ,マリナ,モモイ,シロコ（水着）,サキ,T350,シロコ＊テラー,シュン,T350,.,.","レイサ,シロコ＊テラー,ハルカ,イオリ,シロコ（水着）,ナギサ,シロコ＊テラー,T350,T350,T350,.,.",,,,,,,,,,,,,,,,
,,,,,,TRUE,シロコ＊テラー,ハルカ,マリナ,モモイ,シロコ（水着）,サキ,マリナ,シロコ＊テラー,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,TRUE,"シロコ＊テラー,ハルカ,マリナ,モモイ,シロコ（水着）,サキ,T350,シロコ＊テラー,シュン,T350,.,.","ホシノ,シュン,シロコ＊テラー,ハナコ（水着）,シロコ（水着）,サツキ,シロコ＊テラー,T350,T350,T350,.,.",,,,,,,,,,,,,,,,
,,,,,,TRUE,シロコ＊テラー,ハルカ,マリナ,モモイ,シロコ（水着）,サキ,マリナ,シロコ＊テラー,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,TRUE,"シロコ＊テラー,ハルカ,マリナ,モモイ,シロコ（水着）,サキ,T350,シロコ＊テラー,シュン,T350,.,.","ツルギ,マリナ,イオリ,スミレ,シロコ（水着）,ユズ（メイド）,シロコ＊テラー,A650,シュン,A450,.,.",,,,,,,,,,,,,,,,
,,,,,,FALSE,シロコ＊テラー,ハルカ,マリナ,ノノミ,シロコ（水着）,サキ,マリナ,シロコ＊テラー,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,FALSE,"シロコ＊テラー,ハルカ,マリナ,ノノミ,シロコ（水着）,サキ,T350,シロコ＊テラー,シュン,T350,.,.","ツルギ,マリナ,イオリ,スミレ,シロコ（水着）,ユズ（メイド）,シロコ＊テラー,T350,T350,A450,.,.",,,,,,,,,,,,,,,,
,,,,,,FALSE,ツルギ,ホシノ,シロコ＊テラー,ミカ,シロコ（水着）,アヤネ（水着）,マリナ,シロコ＊テラー,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,FALSE,"ツルギ,ホシノ,シロコ＊テラー,ミカ,シロコ（水着）,アヤネ（水着）,T350,シロコ＊テラー,シュン,T350,.,.","サオリ,ホシノ,シロコ＊テラー,ハルカ,シロコ（水着）,ナギサ,シロコ＊テラー,A650,シュン,T350,.,.",,,,,,,,,,,,,,,,
,,,,,,FALSE,サオリ,ハルカ,シロコ＊テラー,ホシノ,シロコ（水着）,アヤネ（水着）,マリナ,シロコ＊テラー,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,FALSE,"サオリ,ハルカ,シロコ＊テラー,ホシノ,シロコ（水着）,アヤネ（水着）,T350,シロコ＊テラー,シュン,T350,.,.","サオリ,ホシノ,シロコ＊テラー,ハルカ,シロコ（水着）,ナギサ,シロコ＊テラー,T350,A650,T350,.,.",,,,,,,,,,,,,,,,
,,,,,,FALSE,シロコ＊テラー,ハルカ,イオリ,ホシノ,アヤネ（水着）,ミノリ,マリナ,シロコ＊テラー,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,FALSE,"シロコ＊テラー,ハルカ,イオリ,ホシノ,アヤネ（水着）,ミノリ,T350,シロコ＊テラー,シュン,T350,.,.","サオリ,ホシノ,シロコ＊テラー,ハルカ,シロコ（水着）,ナギサ,T350,シロコ＊テラー,A650,T350,.,.",,,,,,,,,,,,,,,,
,,,,,,FALSE,アル,ホシノ,シロコ＊テラー,ハルカ,シロコ（水着）,ミノリ,マリナ,シロコ＊テラー,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,FALSE,"アル,ホシノ,シロコ＊テラー,ハルカ,シロコ（水着）,ミノリ,T350,シロコ＊テラー,シュン,T350,.,.","シロコ＊テラー,ホシノ,サオリ,マリナ,シロコ（水着）,ミノリ,シロコ＊テラー,T350,T350,A750,.,.",,,,,,,,,,,,,,,,
,,,,,,FALSE,シロコ＊テラー,ハルカ,イオリ,ホシノ,シロコ（水着）,ナギサ,マリナ,シロコ＊テラー,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,FALSE,"シロコ＊テラー,ハルカ,イオリ,ホシノ,シロコ（水着）,ナギサ,T350,シロコ＊テラー,シュン,T350,.,.","シロコ＊テラー,ホシノ,マリナ,イオリ,シロコ（水着）,ナギサ,T350,シロコ＊テラー,T350,A650,.,.",,,,,,,,,,,,,,,,
,,,,,,FALSE,ホシノ,シロコ＊テラー,サオリ,ハルカ,シロコ（水着）,ナギサ,マリナ,シロコ＊テラー,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,FALSE,"ホシノ,シロコ＊テラー,サオリ,ハルカ,シロコ（水着）,ナギサ,T350,シロコ＊テラー,シュン,T350,.,.","イオリ,エイミ,ハルカ,シロコ＊テラー,シロコ（水着）,ナギサ,T350,シロコ＊テラー,T350,A650,.,.",,,,,,,,,,,,,,,,
,,,,,,FALSE,サオリ,ハルカ,ホシノ,シロコ＊テラー,シロコ（水着）,ナギサ,マリナ,シロコ＊テラー,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,FALSE,"サオリ,ハルカ,ホシノ,シロコ＊テラー,シロコ（水着）,ナギサ,T350,シロコ＊テラー,シュン,T350,.,.","ハルカ,イオリ,ホシノ,シロコ＊テラー,シロコ（水着）,ナギサ,T350,A650,シロコ＊テラー,T350,.,.",,,,,,,,,,,,,,,,
,,,,,,FALSE,サオリ,ホシノ,シロコ＊テラー,マリナ,シロコ（水着）,ナギサ,マリナ,シロコ＊テラー,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,FALSE,"サオリ,ホシノ,シロコ＊テラー,マリナ,シロコ（水着）,ナギサ,T350,シロコ＊テラー,シュン,T350,.,.","サオリ,ホシノ,シロコ＊テラー,ハルカ,シロコ（水着）,アヤネ（水着）,T350,T350,シロコ＊テラー,A650,.,.",,,,,,,,,,,,,,,,
,,,,,,TRUE,サオリ,ホシノ,イオリ,マリナ,シロコ（水着）,ナギサ,マリナ,シロコ＊テラー,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,TRUE,"サオリ,ホシノ,イオリ,マリナ,シロコ（水着）,ナギサ,T350,シロコ＊テラー,シュン,T350,.,.","シロコ＊テラー,ハルカ,ホシノ,サオリ,シロコ（水着）,ナギサ,シロコ＊テラー,T350,A650,T350,.,.",,,,,,,,,,,,,,,,
,,,,,,FALSE,サオリ,ホシノ,シロコ＊テラー,マリナ,シロコ（水着）,アヤネ（水着）,マリナ,シロコ＊テラー,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,FALSE,"サオリ,ホシノ,シロコ＊テラー,マリナ,シロコ（水着）,アヤネ（水着）,T350,シロコ＊テラー,シュン,T350,.,.","シロコ＊テラー,ホシノ,レイサ,マリナ,シロコ（水着）,アヤネ（水着）,シュン,シロコ＊テラー,T350,A750,.,.",,,,,,,,,,,,,,,,
,,,,,,FALSE,サオリ,マリナ,シロコ＊テラー,ホシノ,シロコ（水着）,アヤネ（水着）,マリナ,シロコ＊テラー,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,FALSE,"サオリ,マリナ,シロコ＊テラー,ホシノ,シロコ（水着）,アヤネ（水着）,T350,シロコ＊テラー,シュン,T350,.,.","コトリ（応援団）,ホシノ,シロコ＊テラー,ハルカ,シロコ（水着）,サキ,T350,シロコ＊テラー,T350,A650,.,.",,,,,,,,,,,,,,,,
,,,,,,TRUE,シロコ＊テラー,マリナ,イオリ,シュン,シロコ（水着）,ナギサ,マリナ,シロコ＊テラー,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,TRUE,"シロコ＊テラー,マリナ,イオリ,シュン,シロコ（水着）,ナギサ,T350,シロコ＊テラー,シュン,T350,.,.","シロコ＊テラー,ホシノ,イオリ,ハルカ,シロコ（水着）,ユズ（メイド）,T350,シロコ＊テラー,T350,A650,.,.",,,,,,,,,,,,,,,,
,,,,,,FALSE,サオリ,ホシノ,シロコ＊テラー,ハルカ,シロコ（水着）,ナギサ,マリナ,シロコ＊テラー,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,FALSE,"サオリ,ホシノ,シロコ＊テラー,ハルカ,シロコ（水着）,ナギサ,T350,シロコ＊テラー,シュン,T350,.,.","シロコ＊テラー,ホシノ,イオリ,ハルカ,シロコ（水着）,ユズ（メイド）,T350,シロコ＊テラー,T350,A450,.,.",,,,,,,,,,,,,,,,
,,,,,,FALSE,シロコ＊テラー,エイミ,ホシノ,イオリ,シロコ（水着）,ナギサ,イオリ,ホシノ,シロコ＊テラー,シュン,シロコ（水着）,ナギサ,TRUE,,,TRUE,TRUE,FALSE,"シロコ＊テラー,エイミ,ホシノ,イオリ,シロコ（水着）,ナギサ,A650,T350,シロコ＊テラー,シュン,.,.","シロコ＊テラー,マリナ,イオリ,ホシノ,シロコ（水着）,ナギサ,シロコ＊テラー,T350,T350,A750,.,.",,,,,,,,,,,,,,,,
,,,,,,TRUE,イオリ,マリナ,ホシノ,シロコ＊テラー,シロコ（水着）,ナギサ,イオリ,ホシノ,シロコ＊テラー,シュン,シロコ（水着）,ナギサ,TRUE,,,TRUE,TRUE,TRUE,"イオリ,マリナ,ホシノ,シロコ＊テラー,シロコ（水着）,ナギサ,A650,T350,シロコ＊テラー,シュン,.,.","シロコ＊テラー,ホシノ,イオリ,マリナ,シロコ（水着）,ナギサ,シロコ＊テラー,T350,T350,A750,.,.",,,,,,,,,,,,,,,,
,,,,,,TRUE,イオリ,マリナ,ホシノ,シロコ＊テラー,シロコ（水着）,ナギサ,レイサ,マリナ,ホシノ,シロコ＊テラー,シロコ（水着）,ユズ（メイド）,TRUE,,,TRUE,TRUE,TRUE,"イオリ,マリナ,ホシノ,シロコ＊テラー,シロコ（水着）,ナギサ,T350,T350,T350,シロコ＊テラー,.,.","イオリ,レイサ,マリナ,シロコ＊テラー,シロコ（水着）,ナギサ,シロコ＊テラー,T350,T350,A750,.,.",,,,,,,,,,,,,,,,
,,,,,,TRUE,イオリ,マリナ,ハルカ,シロコ＊テラー,シロコ（水着）,ナギサ,ホシノ,シロコ＊テラー,マリナ,イオリ,シロコ（水着）,ナギサ,TRUE,,,TRUE,TRUE,TRUE,"イオリ,マリナ,ハルカ,シロコ＊テラー,シロコ（水着）,ナギサ,T350,シロコ＊テラー,T350,A650,.,.","シロコ＊テラー,レイサ,ホシノ,スミレ,シロコ（水着）,ナギサ,シロコ＊テラー,T350,T350,A750,.,.",,,,,,,,,,,,,,,,
,,,,,,FALSE,ホシノ,シロコ＊テラー,マリナ,イオリ,シロコ（水着）,ナギサ,シロコ＊テラー,シュン,ホシノ,イオリ,シロコ（水着）,ナギサ,TRUE,,,TRUE,TRUE,FALSE,"ホシノ,シロコ＊テラー,マリナ,イオリ,シロコ（水着）,ナギサ,シロコ＊テラー,シュン,T350,A650,.,.","シロコ＊テラー,ホシノ,レイサ,スミレ,シロコ（水着）,ナギサ,シロコ＊テラー,T350,T350,A750,.,.",,,,,,,,,,,,,,,,
,,,,,,TRUE,シュン,ホシノ,シロコ＊テラー,イオリ,シロコ（水着）,ナギサ,シロコ＊テラー,ハルナ（正月）,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,TRUE,"シュン,ホシノ,シロコ＊テラー,イオリ,シロコ（水着）,ナギサ,シロコ＊テラー,A750,シュン,T350,.,.","スミレ,ホシノ,レイサ,シロコ＊テラー,シロコ（水着）,ナギサ,シロコ＊テラー,T350,T350,A750,.,.",,,,,,,,,,,,,,,,
,,,,,,TRUE,ホシノ（防御）,アツコ,シロコ＊テラー,ホシノ,シロコ（水着）,ミユ（水着）,シロコ＊テラー,ハルナ（正月）,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,TRUE,"ホシノ（防御）,アツコ,シロコ＊テラー,ホシノ,シロコ（水着）,ミユ（水着）,シロコ＊テラー,A750,シュン,T350,.,.","ホシノ,シロコ＊テラー,サオリ,ハルカ,シロコ（水着）,ナギサ,シロコ＊テラー,T350,T350,A750,.,.",,,,,,,,,,,,,,,,
,,,,,,FALSE,シロコ＊テラー,イオリ,ユウカ,アズサ,シロコ（水着）,ナギサ,シロコ＊テラー,ハルナ（正月）,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,FALSE,"シロコ＊テラー,イオリ,ユウカ,アズサ,シロコ（水着）,ナギサ,シロコ＊テラー,A750,シュン,T350,.,.","ホシノ,イオリ,シロコ＊テラー,ハルカ,シロコ（水着）,ミノリ,シロコ＊テラー,T350,T350,A750,.,.",,,,,,,,,,,,,,,,
,,,,,,FALSE,イオリ,シュン,ユウカ,シロコ＊テラー,シロコ（水着）,ナギサ,シロコ＊テラー,ハルナ（正月）,シュン,ホシノ,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,FALSE,"イオリ,シュン,ユウカ,シロコ＊テラー,シロコ（水着）,ナギサ,シロコ＊テラー,A750,シュン,T350,.,.","イオリ,ハルカ,エイミ,シロコ＊テラー,シロコ（水着）,ナギサ,T350,T350,シロコ＊テラー,A650,.,.",,,,,,,,,,,,,,,,
,,,,,,TRUE,シロコ＊テラー,ハルカ,イオリ,スミレ,シロコ（水着）,ウタハ,イオリ,ホシノ（防御）,ホシノ,シロコ＊テラー,シロコ（水着）,ナギサ,TRUE,,,TRUE,TRUE,TRUE,"シロコ＊テラー,ハルカ,イオリ,スミレ,シロコ（水着）,ウタハ,A650,T350,T350,シロコ＊テラー,.,.","シロコ＊テラー,ホシノ,ハルカ,イオリ,シロコ（水着）,ナギサ,T350,シロコ＊テラー,T350,A650,.,.",,,,,,,,,,,,,,,,
,,,,,,TRUE,シロコ＊テラー,ハルカ,イオリ,ホシノ,シロコ（水着）,ウタハ,イオリ,マリナ,シロコ＊テラー,シュン,シロコ（水着）,ナギサ,TRUE,,,TRUE,TRUE,TRUE,"シロコ＊テラー,ハルカ,イオリ,ホシノ,シロコ（水着）,ウタハ,A650,T350,シロコ＊テラー,シュン,.,.","シロコ＊テラー,ハルカ,エイミ,イオリ,シロコ（水着）,ナギサ,T350,シロコ＊テラー,T350,T350,.,.",,,,,,,,,,,,,,,,
,,,,,,TRUE,シロコ＊テラー,ハルナ（正月）,シュン,ホシノ,シロコ（水着）,ウタハ,マリナ,シロコ＊テラー,ホシノ,イオリ,シロコ（水着）,ナギサ,TRUE,,,TRUE,TRUE,TRUE,"シロコ＊テラー,ハルナ（正月）,シュン,ホシノ,シロコ（水着）,ウタハ,T350,シロコ＊テラー,T350,A650,.,.","シロコ＊テラー,シュン,ホシノ,ヒヨリ（水着）,シロコ（水着）,ナギサ,シロコ＊テラー,T350,T350,T350,.,.",,,,,,,,,,,,,,,,
,,,,,,FALSE,サオリ,ホシノ,シロコ＊テラー,ハルカ,シロコ（水着）,ナギサ,シュン,マリナ,ハナコ（水着）,シロコ＊テラー,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,FALSE,"サオリ,ホシノ,シロコ＊テラー,ハルカ,シロコ（水着）,ナギサ,シュン,T350,A650,シロコ＊テラー,.,.","ホシノ,イオリ,シュン,シロコ＊テラー,シロコ（水着）,イロハ,シロコ＊テラー,T350,T350,T350,.,.",,,,,,,,,,,,,,,,
,,,,,,FALSE,サオリ,ハルカ,シロコ＊テラー,ホシノ,シロコ（水着）,ナギサ,シュン,マリナ,ハナコ（水着）,シロコ＊テラー,シロコ（水着）,アヤネ（水着）,TRUE,,,TRUE,TRUE,FALSE,"サオリ,ハルカ,シロコ＊テラー,ホシノ,シロコ（水着）,ナギサ,シュン,T350,A650,シロコ＊テラー,.,.","シロコ＊テラー,シュン,イオリ,ホシノ,シロコ（水着）,ヒビキ,シロコ＊テラー,T350,T350,T350,.,.",,,,,,,,,,,,,,,,
